MaddeID,SiraNo,Bolum,StandartGrubu,KaynakTuru,StandartMaddeNo,KontrolBasligi,DenetciYonlendirmesi,YontemKodu,DogrulamaYontemi,HazirSecenekler,Olcu1Adi,Olcu1Birimi,Olcu2Adi,Olcu2Birimi,TahrikKosulu,MDKosulu,EsikDeger,EsikOperator,Aktif,AranmazKosulu,GorselReferansi,OlcumTanimlariJSON,OtomatikAranmazKuraliJSON,ResmiMaddeMetni,KaynakFormKodu,KaynakFormRevizyonu,KaynakFormTabloNo,KaynakFormSatirNo,DenetimProfilleriJSON,KaynakFormBolumu,KaynakFormAltGrubu
MAD-0823,823,07 - TS EN 81-72 İtfaiyeci Asansörü,81-72,Standart / ÜB.FR.40,5.8.9.2. c) 3) | ZA: 1.6.2 4.10,Güvenli alanlar farklı taraflarda: hareket halindeyken mevcut tarafın gösterimi,"Asansör hareket halindeyken ve çağrı alındığında, belirlenen duraktaki güvenli alan tarafının aydınlatılarak gösterildiğini test edin.","A,B,E",Görsel + Test + Talimat/İşaret,null,null,null,null,null,null,null,null,null,true,null,null,[],null,"Birden çok kabin kumanda panosu olması durumunda; asansör hareket hâlindeyken ve bir kabin çağrısı alındığında, belirlenen duraktaki güvenli alanın mevcut tarafı/tarafları, Aşama 2’de ilgili kapı açma düğmesi/düğmeleri ile aydınlatılarak gösterilmelidir.",ÜB.FR.40,R.04,null,null,"[""modul_g_tam""]",null,null
MAD-0824,824,07 - TS EN 81-72 İtfaiyeci Asansörü,81-72,Standart / ÜB.FR.40,5.8.9.2. c) 4) | ZA: 1.6.2 4.10,Güvenli alanlar farklı taraflarda: diğer kumanda panelleri,"Birden çok panoda, Aşama 2'de kullanılmayacak kabin kumanda panosunun devre dışı bırakıldığını test edin.","A,B,E",Görsel + Test + Talimat/İşaret,null,null,null,null,null,null,null,null,null,true,null,null,[],null,Birden çok kabin kumanda panosu olması durumunda; Aşama 2 de kullanılmayacak kabin kumanda panosu devre dışı bırakılmalıdır.,ÜB.FR.40,R.04,null,null,"[""modul_g_tam""]",null,null
MAD-0825,825,07 - TS EN 81-72 İtfaiyeci Asansörü,81-72,Standart / ÜB.FR.40,(devam),Güvenli alanlar farklı taraflarda: diğer taraftaki kapıların kilitlenmesi,Aşama 2'de güvenli alana açılmayan kapıların açılamadığını test edin.,null,null,null,null,null,null,null,null,null,null,null,false,null,null,[],null,Aşama 2 de İtfaiye asansörünün durduğu katlarda güvenli alana açılmayan kapıların açılması mümkün olmamalıdır.,ÜB.FR.40,R.04,null,null,"[""modul_g_tam""]",null,null
MAD-0826,826,07 - TS EN 81-72 İtfaiyeci Asansörü,81-72,Standart / ÜB.FR.40,5.9.,Çift girişli kabin,İtfaiyeci asansörleri için güç beslemeleri,null,null,null,null,null,null,null,null,null,null,null,false,null,null,[],null,null,null,null,null,null,"[""modul_g_tam""]",null,null
MAD-0827,827,07 - TS EN 81-72 İtfaiyeci Asansörü,81-72,Standart / ÜB.FR.40,5.9.1.,İtfaiyeci asansörü güç besleme sisteminin birincil/ikincil yapısı,"Asansör, aydınlatma ve haberleşme güç besleme sisteminin birincil ve ikincil (acil durum/yedek) beslemelerden oluştuğunu ve koruma seviyesinin en az kuyu koruma seviyesine denk olduğunu kontrol edin.",D,Çizim/Hesap,null,null,null,null,null,null,null,null,null,true,null,null,[],null,"Asansör, aydınlatma ve itfaiye hizmeti haberleşme sistemine ait güç besleme sistemi, birincil ve ikincil (acil durum, yedek veya alternatif) güç beslemelerinden oluşmalıdır. Koruma seviyesi, ulusal düzenlemelere veya gerekliliklere uygun olmalı ve en az asansör kuyusunun koruma seviyesine denk olmalıdır.",ÜB.FR.40,R.04,null,null,"[""modul_g_tam""]",null,null
MAD-0828,828,07 - TS EN 81-72 İtfaiyeci Asansörü,81-72,Standart / ÜB.FR.40,5.9.2.,İkincil güç beslemesinin çalışma süresi ve aydınlatma kapsamı,İkincil güç beslemesinin beyan yükü/hızında yangına dayanıklılık süresi boyunca çalıştığını ve kabin/kuyu aydınlatmasını da beslediğini doğrulayın.,"D,E",Çizim/Hesap + Talimat/İşaret,null,null,null,null,null,null,null,null,null,true,null,null,[],null,"İkincil güç beslemesi, itfaiyeci asansörünü beyan yükünde ve beyan hızında, yangına dayanıklılık süresine denk süre boyunca çalıştırılabilmelidir. Kabin ve kuyu aydınlatması için güç de ikincil güç beslemesi tarafından sağlanmalıdır.",ÜB.FR.40,R.04,null,null,"[""modul_g_tam""]",null,null
MAD-0829,829,07 - TS EN 81-72 İtfaiyeci Asansörü,81-72,Standart / ÜB.FR.40,5.10. | ZA: 4.9 4.10,Güç geri gelince 1 dakikada hazır olma,Güç beslemesi eski haline geldiğinde asansörün 1 dakika içinde kullanıma hazır duruma geldiğini test edin.,"B,E",Test + Talimat/İşaret,null,null,null,null,null,null,null,null,null,true,null,null,[],null,Güç beslemesi eski hâline geldiğinde asansör 1 dakika içinde kullanıma hazır duruma gelmelidir.,ÜB.FR.40,R.04,null,null,"[""modul_g_tam""]",null,null
MAD-0830,830,07 - TS EN 81-72 İtfaiyeci Asansörü,81-72,Standart / ÜB.FR.40,5.11.1. | ZA: 1.6.2 4.10,Kumandaların ısı/duman/su/nemden yanlış sinyal almaması,"Kabin ve durak kumandalarının ısı, duman, su veya nem etkisiyle yanlış sinyal kaydetmediğini test edin.",D,Çizim/Hesap,null,null,null,null,null,null,null,null,null,true,null,null,[],null,"Kabin ve durak kumandaları ve ilgili kumanda sistemi; ısı, duman, su veya nemin etkisiyle oluşan yanlış sinyalleri kaydetmemelidir.",ÜB.FR.40,R.04,null,null,"[""modul_g_tam""]",null,null
MAD-0831,831,07 - TS EN 81-72 İtfaiyeci Asansörü,81-72,Standart / ÜB.FR.40,5.11.1. | ZA: 1.6.2 4.10,Erişim seviyesinde kabin konumu göstergesi,İtfaiye hizmeti erişim seviyesinde kabin konumu göstergesi bulunduğunu kontrol edin.,D,Çizim/Hesap,null,null,null,null,null,null,null,null,null,true,null,null,[],null,İtfaiye hizmeti erişim seviyesinde kabin konumu göstergesi bulunmalıdır.,ÜB.FR.40,R.04,null,null,"[""modul_g_tam""]",null,null
MAD-0832,832,07 - TS EN 81-72 İtfaiyeci Asansörü,81-72,Standart / ÜB.FR.40,5.11.2. | ZA: 1.6.2 4.10,Kabin/erişim seviyesi göstergelerinin IPX3 koruması,"Kabin kumandaları, kabin içi konum göstergesi ve erişim seviyesi/anahtar göstergelerinin en az IPX3 korumalı olduğunu kontrol edin.","A,D",Görsel + Çizim/Hesap,null,null,null,null,null,null,null,null,null,true,null,null,[],null,"Kabin kumandaları, kabin içindeki konum göstergesi, itfaiye hizmeti erişim seviyesi ve itfaiyeci asansörü anahtarındaki konum göstergeleri, EN 60529:1991’e göre en az IPX3 koruma derecesiyle korunmalıdır.",ÜB.FR.40,R.04,null,null,"[""modul_g_tam""]",null,null
MAD-0833,833,07 - TS EN 81-72 İtfaiyeci Asansörü,81-72,Standart / ÜB.FR.40,5.11.2. | ZA: 1.6.2 4.10,Erişim seviyesi dışı durak panolarının IPX3 koruması,"İtfaiye erişim seviyesi dışındaki durak kumanda panoları ve göstergelerinin, elektriksel devre dışı kalmıyorsa en az IPX3 korumalı olduğunu kontrol edin.","A,D",Görsel + Çizim/Hesap,null,null,null,null,null,null,null,null,null,true,null,null,[],null,"İtfaiye hizmeti erişim seviyesi dışındaki seviyelerde bulunan durak kumanda panoları ve durak göstergeleri, itfaiyeci asansörü anahtarı çalıştırıldığında elektriksel olarak devre dışı kalmadığı takdirde, EN 60529:1991’e göre en az IPX3 koruma derecesiyle korunmalıdır.",ÜB.FR.40,R.04,null,null,"[""modul_g_tam""]",null,null
MAD-0834,834,07 - TS EN 81-72 İtfaiyeci Asansörü,81-72,Standart / ÜB.FR.40,5.11.3. | ZA: 1.6.2 4.10,Aşama 2 kumandasının tam fonksiyonlu düğme/tuş takımı ile sağlanması,Aşama 2'de çalışmanın tam fonksiyonlu basmalı düğmeler veya EN 81-70 boyutlarına uygun tuş takımıyla sağlandığını ve düğmelerde görülebilir geri bildirim olduğunu test edin.,"A,B,D,E",Görsel + Test + Çizim/Hesap + Talimat/İşaret,null,null,null,null,null,null,null,null,null,true,null,null,[],null,"Aşama 2 kumandasındayken itfaiyeci asansörünün çalışması, kabinde bulunan tam fonksiyonlu basmalı düğmeler veya tuş takımı yoluyla sağlanmalıdır. Tuş takımı, EN 81-70:2018’deki boyut gerekliliklerine uygun olmalı ve basmalı düğme tipinde olmalıdır. Çağrının kabul edildiğini görmek için düğmelere görülebilir şekilde bir geri bildirim gelmelidir.",ÜB.FR.40,R.04,null,null,"[""modul_g_tam""]",null,null
MAD-0835,835,07 - TS EN 81-72 İtfaiyeci Asansörü,81-72,Standart / ÜB.FR.40,5.11.4. | ZA: 1.6.2 4.10,Erişim seviyesi kabin çağırma düğmesinde piktogram gösterimi,"Kabinde, itfaiye erişim seviyesi çağırma düğmesi üzerinde veya bitişiğinde Ek G piktogramıyla açık gösterim bulunduğunu kontrol edin.",A,Görsel,null,null,null,null,null,null,null,null,null,true,null,null,[],null,"Kabindeki normal durak seviyesi işaretlerine ek olarak, Ek G’de gösterilen piktogram kullanılarak, itfaiye hizmeti erişim seviyesi kabin çağırma düğmesi üzerinde veya bitişiğinde itfaiye hizmeti erişim seviyesine ait açık bir gösterim bulunmalıdır.",ÜB.FR.40,R.04,null,null,"[""modul_g_tam""]",null,null
MAD-0836,836,07 - TS EN 81-72 İtfaiyeci Asansörü,81-72,Standart / ÜB.FR.40,5.12.1. a) | ZA: 4.5,Kabin-erişim seviyesi haberleşmesinin sürekli devrede olması,Kabin ile itfaiye hizmeti erişim seviyesi arasındaki haberleşmenin Aşama 1 ve Aşama 2'de düğmeye basılmaksızın sürekli devrede olduğunu test edin.,"B,E",Test + Talimat/İşaret,null,null,null,null,null,null,null,null,null,true,null,null,[],null,"Kabin ile itfaiye hizmeti erişim seviyesi arasındaki haberleşme, Aşama 1 ve Aşama 2’de kumanda düğmesine basılmaksızın sürekli olarak devrede olmalıdır.",ÜB.FR.40,R.04,null,null,"[""modul_g_tam""]",null,null
MAD-0837,837,07 - TS EN 81-72 İtfaiyeci Asansörü,81-72,Standart / ÜB.FR.40,5.12.1. b) | ZA: 4.5,Makine dairesi/acil durum panosu haberleşme etkinleştirmesi,İtfaiyeci asansörü makine dairesi veya makine dairesi bulunmayan asansörlerde acil durum/test panosu haberleşme biriminin kumanda düğmesiyle etkinleştiğini test edin.,"B,E",Test + Talimat/İşaret,null,null,null,null,null,null,null,null,null,true,null,null,[],null,itfaiyeci asansörü makine dairesi veya makine dairesi bulunmayan asansörlerde acil durum ve test panosu/panoları ile haberleşme birimindeki kumanda düğmesine basılarak etkinleştirilmelidir.,ÜB.FR.40,R.04,null,null,"[""modul_g_tam""]",null,null
MAD-0838,838,07 - TS EN 81-72 İtfaiyeci Asansörü,81-72,Standart / ÜB.FR.40,5.12.1. c) | ZA: 4.5,Diğer konum mikrofonlarının yalnız düğmeyle etkinleşmesi,Diğer konumlardaki mikrofonların yalnızca dâhili haberleşme biriminin kumanda düğmesine basılarak etkinleştiğini test edin.,"B,E",Test + Talimat/İşaret,null,null,null,null,null,null,null,null,null,true,null,null,[],null,"Diğer konumlardaki mikrofonlar yalnızca, dâhilî haberleşme birimindeki kumanda düğmesine basılarak etkinleştirilmelidir.",ÜB.FR.40,R.04,null,null,"[""modul_g_tam""]",null,null
MAD-0839,839,07 - TS EN 81-72 İtfaiyeci Asansörü,81-72,Standart / ÜB.FR.40,5.12.2. | ZA: 4.5,Haberleşme donanımının gömülü mikrofon/hoparlör tipinde olması,"Kabin ve erişim seviyesindeki haberleşme donanımının gömülü tip mikrofon/hoparlör olduğunu, telefon ahizesi tipinde olmadığını kontrol edin.","B,E",Test + Talimat/İşaret,null,null,null,null,null,null,null,null,null,true,null,null,[],null,"Asansör kabini içerisindeki ve itfaiye hizmeti erişim seviyesindeki haberleşme donanımı, gömülütip mikrofon ve hoparlör olmalı, telefon ahizesi şeklinde olmamalıdır.",ÜB.FR.40,R.04,null,null,"[""modul_g_tam""]",null,null
MAD-0840,840,07 - TS EN 81-72 İtfaiyeci Asansörü,81-72,Standart / ÜB.FR.40,5.12.3. | ZA: 4.5,Haberleşme kablo bağlantısının kuyu içinde tesisi,Haberleşme sisteminin kablo bağlantısının asansör kuyusu içerisinde tesis edildiğini kontrol edin.,"B,E",Test + Talimat/İşaret,null,null,null,null,null,null,null,null,null,true,null,null,[],null,"Haberleşme sisteminin kablo bağlantısı, asansör kuyusu içerisinde tesis edilmelidir.",ÜB.FR.40,R.04,null,null,"[""modul_g_tam""]",null,null
MAD-0841,841,07 - TS EN 81-72 İtfaiyeci Asansörü,81-72,Standart / ÜB.FR.40,"Yukarıda Yöntem kısmında belirtilen numaralandırma; a Tedarik edilen bileşenlerin görsel incelemesinde gerekli özelliklerin doğrulanması için gözle muayene kullanılır. b Bir performans doğrulaması/deneyi, sağlanan özelliklerin, gerekliliği karşılayacak şekilde işlevlerini yerine getirdiğini doğrular. c Ölçüm, gerekliliklerin belirtilen sınırlara kadar karşılandığını, aletlerin kullanımıyla doğrular. d Çizimler/hesaplamalar, tedarik edilen bileşenlerin tasarım karakteristiklerinin gereklilikleri karşıladığını doğrular. e İlgili noktanın ele alındığını talimat el kitabında veya işaretleyerek doğrular. | ZA: Yukarıda Yöntem kısmında belirtilen numaralandırma; a Tedarik edilen bileşenlerin görsel incelemesinde gerekli özelliklerin doğrulanması için gözle muayene kullanılır. b Bir performans doğrulaması/deneyi, sağlanan özelliklerin, gerekliliği karşılayacak şekilde işlevlerini yerine getirdiğini doğrular. c Ölçüm, gerekliliklerin belirtilen sınırlara kadar karşılandığını, aletlerin kullanımıyla doğrular. d Çizimler/hesaplamalar, tedarik edilen bileşenlerin tasarım karakteristiklerinin gereklilikleri karşıladığını doğrular. e İlgili noktanın ele alındığını talimat el kitabında veya işaretleyerek doğrular.",İtfaiye hizmeti haberleşme sistemi,"Yukarıda Yöntem kısmında belirtilen numaralandırma; a Tedarik edilen bileşenlerin görsel incelemesinde gerekli özelliklerin doğrulanması için gözle muayene kullanılır. b Bir performans doğrulaması/deneyi, sağlanan özelliklerin, gerekliliği karşılayacak şekilde işlevlerini yerine getirdiğini doğrular. c Ölçüm, gerekliliklerin belirtilen sınırlara kadar karşılandığını, aletlerin kullanımıyla doğrular. d Çizimler/hesaplamalar, tedarik edilen bileşenlerin tasarım karakteristiklerinin gereklilikleri karşıladığını doğrular. e İlgili noktanın ele alındığını talimat el kitabında veya işaretleyerek doğrular.","YukarıdaYöntemkısmındabelirtilennumaralandırma;aTedarikedilenbileşenleringörselincelemesindegerekliözelliklerindoğrulanmasıiçingözlemuayenekullanılır.bBirperformansdoğrulaması/deneyi,sağlananözelliklerin,gerekliliğikarşılayacakşekildeişlevleriniyerinegetirdiğinidoğrular.cÖlçüm,gerekliliklerinbelirtilensınırlarakadarkarşılandığını,aletlerinkullanımıyladoğrular.dÇizimler/hesaplamalar,tedarikedilenbileşenlerintasarımkarakteristikleriningerekliliklerikarşıladığınıdoğrular.eİlgilinoktanınelealındığınıtalimatelkitabındaveyaişaretleyerekdoğrular.",null,null,null,null,null,null,null,null,null,null,false,null,null,[],null,null,null,null,null,null,"[""modul_g_tam""]",null,null
MAD-0842,842,07 - TS EN 81-72 İtfaiyeci Asansörü,81-72,Standart / ÜB.FR.40,IPX1: Nesne normal olarak yönlendirildiğinde kısa bir süre dikey olarak su damlasına karşı koruma. .** | ZA: IPX1: Nesne normal olarak yönlendirildiğinde kısa bir süre dikey olarak su damlasına karşı koruma. .**,İtfaiye hizmeti haberleşme sistemi,IPX1: Nesne normal olarak yönlendirildiğinde kısa bir süre dikey olarak su damlasına karşı koruma. .**,IPX1:Nesnenormalolarakyönlendirildiğindekısabirsüredikeyolaraksudamlasınakarşıkoruma..**,null,null,null,null,null,null,null,null,null,null,false,null,null,[],null,null,null,null,null,null,"[""modul_g_tam""]",null,null
MAD-0843,843,07 - TS EN 81-72 İtfaiyeci Asansörü,81-72,Standart / ÜB.FR.40,IPX3: Nesne normal yönden 60° döndürüldüğünde suyun sprey(fışkırma) şeklinde haline karşı koruma. | ZA: IPX3: Nesne normal yönden 60° döndürüldüğünde suyun sprey(fışkırma) şeklinde haline karşı koruma.,İtfaiye hizmeti haberleşme sistemi,IPX3: Nesne normal yönden 60° döndürüldüğünde suyun sprey(fışkırma) şeklinde haline karşı koruma.,IPX3:Nesnenormalyönden60°döndürüldüğündesuyunsprey(fışkırma)şeklindehalinekarşıkoruma.,null,null,null,null,null,null,null,null,null,null,false,null,null,[],null,null,null,null,null,null,"[""modul_g_tam""]",null,null
MAD-0844,844,07 - TS EN 81-72 İtfaiyeci Asansörü,81-72,Standart / ÜB.FR.40,IP67: toz geçirmez suya 30 dakikadan kısa süreli daldırmalara karşı koruma | ZA: IP67: toz geçirmez suya 30 dakikadan kısa süreli daldırmalara karşı koruma,İtfaiye hizmeti haberleşme sistemi,IP67: toz geçirmez suya 30 dakikadan kısa süreli daldırmalara karşı koruma,IP67:tozgeçirmezsuya30dakikadankısasürelidaldırmalarakarşıkoruma,null,null,null,null,null,null,null,null,null,null,false,null,null,[],null,null,null,null,null,null,"[""modul_g_tam""]",null,null
MAD-0845,845,02 - Kuyu Boyunca,81-71,Standart / ÜB.FR.41,5.2.1.1. | ZA: 1.5.2 2.1,Kuyu mahfazası darbe dayanımı,Kuyu mahfazası duvar/zemin/tavanının 100 cm² alana uygulanan 2500 N'luk kuvvete kalıcı deformasyon veya 15 mm'den büyük esnek deformasyon olmadan dayandığını (test raporu/hesap ile) doğrulayın.,"A,B,D",Görsel + Test + Çizim/Hesap,null,Dayanım,null,null,null,null,null,null,null,true,null,null,[],null,"Kuyu mahfazaları delikli (perfore) olmamalıdır. Duvarlar, zemin ve tavan, 100 cm2 dairesel veya kare kesitli bir alana düzgün dağıtılmış 2500 N’luk kuvvet, her bir yüz üzerinde herhangi bir noktaya yüzeye dik açıyla uygulandığında; a) kalıcı şekil bozukluğu, b) 15 mm’den daha büyük elâstik şekil bozukluğu meydana gelmeden karşı koyabilecek mekanik mukavemette çelik, tuğla, beton ve benzer malzemeden imal edilmiş olmalıdır.",ÜB.FR.41,R.04,null,null,"[""modul_g_tam""]",null,null
MAD-0846,846,02 - Kuyu Boyunca,81-71,Standart / ÜB.FR.41,(devam) | ZA: 1.5.2 2.1,Kuyu mahfazası yanmazlık sınıfı,Kuyu mahfazası malzemesinin yanmaz sınıfta (EN 13501-1 Sınıf A1 veya dengi) olduğunu belgeden doğrulayın.,D,Çizim/Hesap,null,null,null,null,null,null,null,null,null,true,null,null,[],null,"Kuyu mahfazası yapımında kullanılan malzeme, yanmaz, örneğin EN 13501-1 Sınıf A1’e uygun, olmalıdır.",ÜB.FR.41,R.04,null,null,"[""modul_g_tam""]",null,null
MAD-0847,847,02 - Kuyu Boyunca,81-71,Standart / ÜB.FR.41,5.2.1.2. | ZA: 1.5.2 2.1,Kategori 1 kısmi mahfaza yüksekliği,"Önce asansörün kuyu mahfaza tipini belirleyin: kuyu TAM kapalı değilse (kısmi mahfaza) asansör Kategori 1’dir. Kategori 1 ise mahfaza yüksekliğinin en az 5,0 m olduğunu ölçün. Kuyu tam mahfazalıysa asansör Kategori 2’dir; bu maddeyi ""Uygulanmaz"" işaretleyip MAD-0848’i değerlendirin.",B,Test,null,Mahfaza Yükseklik,null,null,null,null,null,5,>=,true,null,null,[],null,"Kuyusu kısmi mahfazalı olan Kategori 1 asansörler için EN 81-20, Madde 5.2.5.2.3 b)’ye uygun mahfaza yüksekliği en az 5,0 m olmalıdır.",ÜB.FR.41,R.04,null,null,"[""modul_g_tam""]",null,null
MAD-0848,848,02 - Kuyu Boyunca,81-71,Standart / ÜB.FR.41,5.2.1.3. | ZA: 1.5.2 2.1,Kategori 2 tam mahfaza şartı,"Önce asansörün kuyu mahfaza tipini belirleyin: kuyu TAM kapalıysa asansör Kategori 2’dir. Kategori 2 ise kuyunun tam mahfazalı olduğunu gözle kontrol edin. Kuyu kısmi mahfazalıysa asansör Kategori 1’dir; bu maddeyi ""Uygulanmaz"" işaretleyip MAD-0847’yi değerlendirin.",A,Görsel,null,null,null,null,null,null,null,null,null,true,null,null,[],null,Kategori 2 asansörlerin kuyusu tam mahfazalı olmalıdır.,ÜB.FR.41,R.04,null,null,"[""modul_g_tam""]",null,null
MAD-0849,849,08 - TS EN 81-71 Tahribata Dayanıklı,81-71,Standart / ÜB.FR.41,5.2.2. | ZA: 1.5.2 2.1,Kuyu Mahfazası,Erişim ve acil durum kapıları - Erişim kapakları - Muayene kapakları,null,null,null,null,null,null,null,null,null,null,null,false,null,null,[],null,null,null,null,null,null,"[""modul_g_tam""]",null,null
MAD-0850,850,02 - Kuyu Boyunca,81-71,Standart / ÜB.FR.41,5.2.2.1. | ZA: 1.5.2 2.1,Erişim/acil durum kapı ve kapakların darbe dayanımı,"Erişim/acil durum kapıları, kapaklar ve muayene kapaklarının 2500 N'luk kuvvete kalıcı deformasyon olmadan dayandığını ve kilitli konumda güvenlik işlevinin bozulmadığını doğrulayın.",A,Görsel,null,Dayanım,null,null,null,null,null,null,null,true,null,null,[],null,"Erişim ve acil durum kapıları, erişim kapakları ve muayene kapıları Çizelge E.1’de listelenen nesnelerden herhangi biriyle açılması mümkün olmayacak şekilde yapılmalıdır. Kapılar, kapaklar ve kilitleri, kilitli konumdayken panele 2500 N’luk bir kuvvet, maruz kalan yüzün herhangi bir noktasına dik açıyla, 100 cm2lik dairesel veya kare kesitli bir alana eşit dağılacak şekilde uygulandığında: a) kalıcı deformasyon olmaksızın kuvvete dayanmalı; b) 15 mm’den daha büyük elastik deformasyona uğramamalı; c) böyle bir deney sırasında ve sonrasında güvenlik işlevi etkilenmemeli; d) deney sonrasında çalışabilir durumda olmalıdır.",ÜB.FR.41,R.04,null,null,"[""modul_g_tam""]",null,null
MAD-0851,851,02 - Kuyu Boyunca,81-71,Standart / ÜB.FR.41,5.2.3. | ZA: 1.5.2 2.1,Havalandırma açıklığı boyut ve koruma şartı,Dışarıdan erişilebilir havalandırma açıklıklarının 250×250 mm'yi aşmadığını ve çubuk sokulmasını önleyen bir koruma yöntemiyle donatıldığını kontrol edin.,"A,B",Görsel + Test,null,Genişlik : … Yükseklik,null,null,null,null,null,null,null,true,null,null,[],null,"Havalandırma açıklıkları, insanların dışarıdan erişimine açıksa, her bir açıklık: a) 250 mm × 250 mm’den daha büyük olmamalı; b) herhangi bir en kesite sahip düz bir çubuğun, açıklığın içinden geçememesini sağlayacak bir koruma yöntemiyle donatılmalıdır.",ÜB.FR.41,R.04,null,null,"[""modul_g_tam""]",null,null
MAD-0852,852,08 - TS EN 81-71 Tahribata Dayanıklı,81-71,Standart / ÜB.FR.41,5.3. | ZA: 1.5.2 2.1,Havalandırma,"Makina alanları, makara daireleri ve makina kabinleri",null,null,null,null,null,null,null,null,null,null,null,false,null,null,[],null,null,null,null,null,null,"[""modul_g_tam""]",null,null
MAD-0853,853,04 - Makine ve Şase,81-71,Standart / ÜB.FR.41,5.3.1. | ZA: 1.5.2 2.1,Makina/makara alanı duvar ve tavan darbe dayanımı,"Kuyu dışındaki makina/makara alanı duvar, zemin ve tavanının 2500 N'luk kuvvete kalıcı deformasyon olmadan dayandığını doğrulayın.","A,B,D",Görsel + Test + Çizim/Hesap,null,Dayanım,null,null,null,null,null,null,null,true,null,null,[],null,"Kuyunun dışında kalan makina alanlarının, makara dairelerinin ve makina kabinlerinin yapılışında kullanılan malzemeler: Duvarlar, zemin ve tavan, 100 cm2 dairesel veya kare kesitli bir alana düzgün dağıtılmış 2500 N’luk kuvvet, her bir yüz üzerinde herhangi bir noktaya yüzeye dik açıyla uygulandığında; a) kalıcı şekil bozukluğu, b) 15 mm’den daha büyük elâstik şekil bozukluğu meydana gelmeden karşı koyabilecek mekanik mukavemette çelik, tuğla, beton ve benzer malzemeden imal edilmiş olmalıdır.",ÜB.FR.41,R.04,null,null,"[""modul_g_tam""]",null,null
MAD-0854,854,02 - Kuyu Boyunca,81-71,Standart / ÜB.FR.41,5.3.2. | ZA: 1.5.2 2.1,Kuyu mahfazası cam panel şartı,Cam malzemeden yapılmış kuyu mahfazalarının lamine cam panel olduğunu kontrol edin.,"A,D",Görsel + Çizim/Hesap,null,null,null,null,null,null,null,null,null,true,null,null,[],null,Kuyu mahfazaları cam malzemeden yapılmış ise lamine cam panele/panellere sahip olmalıdır. (Pencere kullanımı tavsiye edilmez.),ÜB.FR.41,R.04,null,null,"[""modul_g_tam""]",null,null
MAD-0855,855,05 - Elektrik ve Test,81-71,Standart / ÜB.FR.41,5.3.6. | ZA: 1.5.2 2.1,Kategori 2 izinsiz giriş alarm tetikleyicileri,"Kategori 2 asansörlerde makina/makara dairesi kapısı, muayene/acil durum kapıları veya makina kabini kapılarından biri açıldığında izinsiz giriş alarmının devreye girdiğini test edin.","B,C",Test + Ölçüm,null,Ölçülen değer,null,null,null,null,null,null,null,true,"Asansör Kategori 1 (kuyusu kısmi mahfazalı) ise bu madde uygulanmaz. Kategori, MAD-0847/MAD-0848 ile belirlenir.",null,[],null,"Kategori 2 asansörlerde aşağıdaki kapılardan herhangi biri açılırsa izinsiz giriş alarm sistemi devreye girmelidir: a) makina ve/veya makara dairesi kapısı; b) muayene kapıları, acil durum kapıları ve muayene kapakları; c) makina/makara kabini kapıları.",ÜB.FR.41,R.04,null,null,"[""modul_g_tam""]",null,null
MAD-0856,856,05 - Elektrik ve Test,81-71,Standart / ÜB.FR.41,(devam) | ZA: 1.5.2 2.1,İzinsiz giriş alarmının devreye girme süresi,"İzinsiz giriş alarmının, ilgili kapı açıldıktan sonra en fazla 30 saniye içinde devreye girdiğini ölçün.","B,C",Test + Ölçüm,null,Ölçülen değer,null,null,null,null,null,null,null,true,null,null,[],null,"İzinsiz giriş alarm sistemi, yukarıda bahsedilen kapı veya kapaklardan herhangi birinin açılmasından itibaren 30 s içinde sesli bir alarm devreye sokmalıdır.",ÜB.FR.41,R.04,null,null,"[""modul_g_tam""]",null,null
MAD-0857,857,05 - Elektrik ve Test,81-71,Standart / ÜB.FR.41,(devam) | ZA: 1.5.2 2.1,İzinsiz giriş alarmının ses seviyesi ve süresi,"Sesli alarmın 70-85 dB(A) arasında ayarlanabilir olduğunu, hem izinsiz giriş noktasında hem ana giriş katında duyulduğunu ve 5-15 dakika sonra otomatik durduğunu test edin.","B,C",Test + Ölçüm,null,Ses Seviyesi,null,null,null,null,null,null,null,true,null,null,[],null,"Sesli alarm; a) 70 dB(A) ile 85 dB(A) arasında ayarlanabilir bir ses seviyesine sahip olmalı ve izinsiz girişin yapıldığı noktada da, ana giriş katında da duyulabilir olmalıdır; b) 5 dakika ile 15 dakika arasında ayarlanabilir bir süre sonunda otomatik olarak durmalıdır.",ÜB.FR.41,R.04,null,null,"[""modul_g_tam""]",null,null
MAD-0858,858,05 - Elektrik ve Test,81-71,Standart / ÜB.FR.41,(devam) | ZA: 1.5.2 2.1,İzinsiz giriş alarmının yedek güçle çalışma süresi,Elektrik kesildiğinde alarm sisteminin en az 2 saat daha çalıştığını doğrulayın.,"B,C",Test + Ölçüm,null,Ölçülen değer,null,null,null,null,null,null,null,true,null,null,[],null,Elektrik beslemesinin kesilmesi durumunda alarm sistemi en az 2 saat daha çalışır durumda kalmalıdır.,ÜB.FR.41,R.04,null,null,"[""modul_g_tam""]",null,null
